asset_id,current_path,file_name,extension,media_type,file_size_bytes,width,height,aspect_ratio,orientation,has_transparency,likely_category,likely_usage,quality_status,duplicate_group,approval_status,consent_required,original_quality_required,recommended_action,notes
ASSET-CAMPUSES-093,"public/assets/campuses/Internship-Photos-4.jpg","Internship-Photos-4.jpg",jpg,image,15575,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-094,"public/assets/campuses/Internship-Photos-4.webp","Internship-Photos-4.webp",webp,image,22686,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-095,"public/assets/campuses/Internship-Photos-5.jpg","Internship-Photos-5.jpg",jpg,image,11724,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-096,"public/assets/campuses/Internship-Photos-5.webp","Internship-Photos-5.webp",webp,image,17154,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-097,"public/assets/campuses/Internship-Photos-6.jpg","Internship-Photos-6.jpg",jpg,image,13320,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-098,"public/assets/campuses/Internship-Photos-6.webp","Internship-Photos-6.webp",webp,image,21164,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-099,"public/assets/campuses/Live-Campus-Photos-1.jpg","Live-Campus-Photos-1.jpg",jpg,image,36445,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-100,"public/assets/campuses/Live-Campus-Photos-1.webp","Live-Campus-Photos-1.webp",webp,image,55066,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-101,"public/assets/campuses/Live-Campus-Photos-2.jpg","Live-Campus-Photos-2.jpg",jpg,image,48173,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-102,"public/assets/campuses/Live-Campus-Photos-2.webp","Live-Campus-Photos-2.webp",webp,image,80750,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-103,"public/assets/campuses/Live-Campus-Photos-3.jpg","Live-Campus-Photos-3.jpg",jpg,image,29292,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-104,"public/assets/campuses/Live-Campus-Photos-3.webp","Live-Campus-Photos-3.webp",webp,image,51982,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-105,"public/assets/campuses/Live-Campus-Photos-4.jpg","Live-Campus-Photos-4.jpg",jpg,image,16236,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-106,"public/assets/campuses/Live-Campus-Photos-4.webp","Live-Campus-Photos-4.webp",webp,image,24430,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-107,"public/assets/campuses/Live-Campus-Photos-5.jpg","Live-Campus-Photos-5.jpg",jpg,image,14066,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-108,"public/assets/campuses/Live-Campus-Photos-5.webp","Live-Campus-Photos-5.webp",webp,image,22206,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-109,"public/assets/campuses/Live-Campus-Photos-6.jpg","Live-Campus-Photos-6.jpg",jpg,image,18107,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-110,"public/assets/campuses/Live-Campus-Photos-6.webp","Live-Campus-Photos-6.webp",webp,image,31764,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-111,"public/assets/campuses/P-1.jpg","P-1.jpg",jpg,image,76455,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-112,"public/assets/campuses/P-1.webp","P-1.webp",webp,image,19276,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-113,"public/assets/campuses/P-2.jpg","P-2.jpg",jpg,image,193262,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-114,"public/assets/campuses/P-2.webp","P-2.webp",webp,image,39464,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-115,"public/assets/campuses/P-3.jpg","P-3.jpg",jpg,image,89240,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-116,"public/assets/campuses/P-3.webp","P-3.webp",webp,image,19704,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-117,"public/assets/campuses/P-4.jpg","P-4.jpg",jpg,image,70166,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-118,"public/assets/campuses/P-4.webp","P-4.webp",webp,image,14542,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-119,"public/assets/campuses/P-5.jpg","P-5.jpg",jpg,image,218027,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-120,"public/assets/campuses/P-5.webp","P-5.webp",webp,image,53112,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-121,"public/assets/campuses/P-6.jpg","P-6.jpg",jpg,image,98289,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-122,"public/assets/campuses/P-6.webp","P-6.webp",webp,image,17376,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-HOMEPAGE-123,"public/assets/homepage/hero/Banner-1-Mobile-view (1).jpg","Banner-1-Mobile-view (1).jpg",jpg,image,102763,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-124,"public/assets/homepage/hero/Banner-1-Mobile-view (1).webp","Banner-1-Mobile-view (1).webp",webp,image,131722,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-125,"public/assets/homepage/hero/Banner-1-Mobile-view.jpg","Banner-1-Mobile-view.jpg",jpg,image,106246,1080,1920,0.56,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-126,"public/assets/homepage/hero/Banner-1-Mobile-view.webp","Banner-1-Mobile-view.webp",webp,image,136920,1080,1920,0.56,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-127,"public/assets/homepage/hero/Banner-1.jpg","Banner-1.jpg",jpg,image,79089,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-128,"public/assets/homepage/hero/Banner-1.webp","Banner-1.webp",webp,image,104678,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-129,"public/assets/homepage/hero/Banner-3-For-Surat (1).jpg","Banner-3-For-Surat (1).jpg",jpg,image,117092,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-130,"public/assets/homepage/hero/Banner-3-For-Surat (1).webp","Banner-3-For-Surat (1).webp",webp,image,159716,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-131,"public/assets/homepage/hero/Banner-3-For-Surat-Mobile-View (1).jpg","Banner-3-For-Surat-Mobile-View (1).jpg",jpg,image,133886,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-132,"public/assets/homepage/hero/Banner-3-For-Surat-Mobile-View (1).webp","Banner-3-For-Surat-Mobile-View (1).webp",webp,image,175430,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-133,"public/assets/homepage/hero/Banner-3-For-Surat-Mobile-View.jpg","Banner-3-For-Surat-Mobile-View.jpg",jpg,image,132528,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-134,"public/assets/homepage/hero/Banner-3-For-Surat-Mobile-View.webp","Banner-3-For-Surat-Mobile-View.webp",webp,image,173470,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-135,"public/assets/homepage/hero/Banner-3-For-Surat.jpg","Banner-3-For-Surat.jpg",jpg,image,116148,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-136,"public/assets/homepage/hero/Banner-3-For-Surat.webp","Banner-3-For-Surat.webp",webp,image,158406,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-137,"public/assets/homepage/hero/Banner-3-Mobile-View.jpg","Banner-3-Mobile-View.jpg",jpg,image,136257,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-138,"public/assets/homepage/hero/Banner-3-Mobile-View.webp","Banner-3-Mobile-View.webp",webp,image,178310,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-139,"public/assets/homepage/hero/Banner-3.jpg","Banner-3.jpg",jpg,image,115041,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-140,"public/assets/homepage/hero/Banner-3.webp","Banner-3.webp",webp,image,153262,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-141,"public/assets/homepage/hero/Banner-4 (1).jpg","Banner-4 (1).jpg",jpg,image,94534,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-142,"public/assets/homepage/hero/Banner-4 (1).webp","Banner-4 (1).webp",webp,image,125366,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-143,"public/assets/homepage/hero/Banner-4 (2).jpg","Banner-4 (2).jpg",jpg,image,93661,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-144,"public/assets/homepage/hero/Banner-4 (2).webp","Banner-4 (2).webp",webp,image,121698,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-145,"public/assets/homepage/hero/Banner-4 (3).jpg","Banner-4 (3).jpg",jpg,image,89747,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",DUP-GRP-012,"PENDING OWNER REVIEW",true,false,"KEEP ORIGINAL","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-146,"public/assets/homepage/hero/Banner-4 (3).webp","Banner-4 (3).webp",webp,image,116494,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",DUP-GRP-013,"PENDING OWNER REVIEW",true,false,"KEEP ORIGINAL","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-147,"public/assets/homepage/hero/Banner-4 (4).jpg","Banner-4 (4).jpg",jpg,image,89747,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",DUP-GRP-012,"DUPLICATE REVIEW",true,false,"DUPLICATE REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-148,"public/assets/homepage/hero/Banner-4 (4).webp","Banner-4 (4).webp",webp,image,116494,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",DUP-GRP-013,"DUPLICATE REVIEW",true,false,"DUPLICATE REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-149,"public/assets/homepage/hero/Banner-4 (5).jpg","Banner-4 (5).jpg",jpg,image,99399,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-150,"public/assets/homepage/hero/Banner-4 (5).webp","Banner-4 (5).webp",webp,image,131242,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-151,"public/assets/homepage/hero/Banner-4-2-Mobile-View (1).jpg","Banner-4-2-Mobile-View (1).jpg",jpg,image,108864,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-152,"public/assets/homepage/hero/Banner-4-2-Mobile-View (1).webp","Banner-4-2-Mobile-View (1).webp",webp,image,134858,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-153,"public/assets/homepage/hero/Banner-4-2-Mobile-View (2).jpg","Banner-4-2-Mobile-View (2).jpg",jpg,image,110192,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-154,"public/assets/homepage/hero/Banner-4-2-Mobile-View (2).webp","Banner-4-2-Mobile-View (2).webp",webp,image,139242,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-155,"public/assets/homepage/hero/Banner-4-2-Mobile-View.jpg","Banner-4-2-Mobile-View.jpg",jpg,image,109086,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-156,"public/assets/homepage/hero/Banner-4-2-Mobile-View.webp","Banner-4-2-Mobile-View.webp",webp,image,131120,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-157,"public/assets/homepage/hero/Banner-4-2.jpg","Banner-4-2.jpg",jpg,image,103540,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-158,"public/assets/homepage/hero/Banner-4-2.webp","Banner-4-2.webp",webp,image,139412,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-159,"public/assets/homepage/hero/Banner-4-Mobile-View.jpg","Banner-4-Mobile-View.jpg",jpg,image,109916,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-160,"public/assets/homepage/hero/Banner-4-Mobile-View.webp","Banner-4-Mobile-View.webp",webp,image,136572,1080,1820,0.59,PORTRAIT,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-161,"public/assets/homepage/hero/banner-4.jpg","banner-4.jpg",jpg,image,131526,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-162,"public/assets/homepage/hero/banner-4.webp","banner-4.webp",webp,image,140346,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-163,"public/assets/homepage/hero/Banner-5 (1).jpg","Banner-5 (1).jpg",jpg,image,133765,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-164,"public/assets/homepage/hero/Banner-5 (1).webp","Banner-5 (1).webp",webp,image,187188,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-165,"public/assets/homepage/hero/Banner-5 (3).jpg","Banner-5 (3).jpg",jpg,image,139173,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-166,"public/assets/homepage/hero/Banner-5 (3).webp","Banner-5 (3).webp",webp,image,193134,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-167,"public/assets/homepage/hero/Banner-5.jpg","Banner-5.jpg",jpg,image,125238,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-168,"public/assets/homepage/hero/Banner-5.webp","Banner-5.webp",webp,image,174112,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-169,"public/assets/homepage/hero/Banner-555.jpg","Banner-555.jpg",jpg,image,883320,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-170,"public/assets/homepage/hero/Banner-555.webp","Banner-555.webp",webp,image,177028,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-171,"public/assets/homepage/hero/Banner-6.jpg","Banner-6.jpg",jpg,image,558634,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-172,"public/assets/homepage/hero/Banner-6.webp","Banner-6.webp",webp,image,121754,1920,800,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-173,"public/assets/homepage/hero/Banner-ASDM-333333.jpg","Banner-ASDM-333333.jpg",jpg,image,358035,1600,667,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-174,"public/assets/homepage/hero/Banner-ASDM-333333.webp","Banner-ASDM-333333.webp",webp,image,89408,1600,667,2.40,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-175,"public/assets/homepage/hero/BANNER_11 (1).jpg","BANNER_11 (1).jpg",jpg,image,82375,1600,700,2.29,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-HOMEPAGE-176,"public/assets/homepage/hero/BANNER_11 (1).webp","BANNER_11 (1).webp",webp,image,114832,1600,700,2.29,PANORAMIC,false,"Students","Homepage section cover","GOOD",,"PENDING OWNER REVIEW",true,false,"MANUAL REVIEW","Contains human portrait; requires model consent."
ASSET-LOGOS-177,"public/assets/logos/250x87 asdm logo.png","250x87 asdm logo.png",png,image,3986,250,88,2.84,PANORAMIC,false,"Company logo","Hiring partner logo wall","LOW RESOLUTION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-LOGOS-178,"public/assets/logos/250x87 asdm logo.webp","250x87 asdm logo.webp",webp,image,7494,250,88,2.84,PANORAMIC,true,"Company logo","Hiring partner logo wall","LOW RESOLUTION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-PARTY-179,"public/assets/party/Party-Photos-1.jpg","Party-Photos-1.jpg",jpg,image,36535,884,400,2.21,PANORAMIC,false,"Event","Alumni event gallery","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-PARTY-180,"public/assets/party/Party-Photos-1.webp","Party-Photos-1.webp",webp,image,57900,884,400,2.21,PANORAMIC,false,"Event","Alumni event gallery","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-PARTY-181,"public/assets/party/Party-Photos-2.jpg","Party-Photos-2.jpg",jpg,image,29650,884,400,2.21,PANORAMIC,false,"Event","Alumni event gallery","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-PARTY-182,"public/assets/party/Party-Photos-2.webp","Party-Photos-2.webp",webp,image,45114,884,400,2.21,PANORAMIC,false,"Event","Alumni event gallery","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-PARTY-183,"public/assets/party/Party-Photos-3.jpg","Party-Photos-3.jpg",jpg,image,16761,522,297,1.76,LANDSCAPE,false,"Event","Alumni event gallery","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-PARTY-184,"public/assets/party/Party-Photos-3.webp","Party-Photos-3.webp",webp,image,24978,522,297,1.76,LANDSCAPE,false,"Event","Alumni event gallery","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-PARTY-185,"public/assets/party/Party-Photos-4.jpg","Party-Photos-4.jpg",jpg,image,16078,522,297,1.76,LANDSCAPE,false,"Event","Alumni event gallery","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
